,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1472,MO-606,Missouri,missouribalanceofstate,worth,1571,none,271,14,28,2,121,693,,,,,,
1473,MO-606,Missouri,missouribalanceofstate,wright,1571,none,3636,19,287,3,2065,5193,,,,,,
1474,MO-606,Missouri,missouribalanceofstate,st.louiscity,1571,none,60908,21,8774,5,23488,53352,,,,,,
1475,MS-500,Mississippi,madison,madison,654,1313.3626457216983,12447,11,2242,4,5610,12197,,,,,,
1476,MS-500,Mississippi,rankin,rankin,654,1264.3443276673738,16460,10,2722,3,11018,25766,,,,,,
1477,MS-500,Mississippi,jackson,jackson,654,1090.6247518046378,21019,14,3452,5,11074,27711,,,,,,
1478,MS-501,Mississippi,mississippibalanceofstate,adams,342,none,6846,25,842,8,4260,7089,,,,,,
1479,MS-501,Mississippi,mississippibalanceofstate,alcorn,342,none,5712,17,717,4,4606,7596,,,,,,
1480,MS-501,Mississippi,mississippibalanceofstate,amite,342,none,2747,22,312,7,1358,4019,,,,,,
1481,MS-501,Mississippi,mississippibalanceofstate,attala,342,none,3902,22,407,5,2264,4175,,,,,,
1482,MS-501,Mississippi,mississippibalanceofstate,benton,342,none,1499,19,192,6,1417,1762,,,,,,
1483,MS-501,Mississippi,mississippibalanceofstate,bolivar,342,none,9905,34,764,6,3998,5030,,,,,,
1484,MS-501,Mississippi,mississippibalanceofstate,calhoun,342,none,2888,22,282,5,1991,3188,,,,,,
1485,MS-501,Mississippi,mississippibalanceofstate,carroll,342,none,1509,15,200,5,1424,2539,,,,,,
1486,MS-501,Mississippi,mississippibalanceofstate,chickasaw,342,none,3288,19,421,6,2671,4039,,,,,,
1487,MS-501,Mississippi,mississippibalanceofstate,choctaw,342,none,1674,20,170,4,1066,2201,,,,,,
1488,MS-501,Mississippi,mississippibalanceofstate,claiborne,342,none,2530,33,336,11,931,1495,,,,,,
1489,MS-501,Mississippi,mississippibalanceofstate,clarke,342,none,2828,18,350,6,1613,4066,,,,,,
1490,MS-501,Mississippi,mississippibalanceofstate,clay,342,none,4161,22,553,6,2136,4375,,,,,,
1491,MS-501,Mississippi,mississippibalanceofstate,coahoma,342,none,7660,37,677,8,2584,3415,,,,,,
1492,MS-501,Mississippi,mississippibalanceofstate,copiah,342,none,5710,20,685,6,3023,6050,,,,,,
1493,MS-501,Mississippi,mississippibalanceofstate,covington,342,none,3586,19,418,5,1923,3876,,,,,,
1494,MS-501,Mississippi,mississippibalanceofstate,desoto,342,1514.4365571339506,20337,10,4062,4,10708,35150,,,,,,
1495,MS-501,Mississippi,mississippibalanceofstate,forrest,342,nan,15097,20,1845,5,5338,12421,,,,,,
1496,MS-501,Mississippi,mississippibalanceofstate,franklin,342,none,1682,22,179,6,875,1623,,,,,,
1497,MS-501,Mississippi,mississippibalanceofstate,george,342,none,3960,16,597,6,2416,5486,,,,,,
1498,MS-501,Mississippi,mississippibalanceofstate,greene,342,none,2352,21,310,7,2222,3492,,,,,,
1499,MS-501,Mississippi,mississippibalanceofstate,grenada,342,none,4667,22,447,4,2679,4521,,,,,,
1500,MS-501,Mississippi,mississippibalanceofstate,hancock,342,none,7913,17,1098,5,3677,9823,,,,,,
1501,MS-501,Mississippi,mississippibalanceofstate,hinds,342,1033.339077335326,54213,25,6157,6,17846,34347,,,,,,
1502,MS-501,Mississippi,mississippibalanceofstate,holmes,342,none,5918,37,552,10,2453,3874,,,,,,
1503,MS-501,Mississippi,mississippibalanceofstate,humphreys,342,none,2489,33,251,12,1227,1541,,,,,,
1504,MS-501,Mississippi,mississippibalanceofstate,issaquena,342,none,436,43,29,8,380,357,,,,,,
1505,MS-501,Mississippi,mississippibalanceofstate,itawamba,342,none,3005,13,441,4,2646,5644,,,,,,
1506,MS-501,Mississippi,mississippibalanceofstate,jasper,342,none,2704,16,412,7,1469,4765,,,,,,
1507,MS-501,Mississippi,mississippibalanceofstate,jefferson,342,none,2163,31,301,15,1052,1613,,,,,,
1508,MS-501,Mississippi,mississippibalanceofstate,jeffersondavis,342,none,2776,25,292,7,1250,3247,,,,,,
1509,MS-501,Mississippi,mississippibalanceofstate,jones,342,none,12286,18,1382,5,6182,14147,,,,,,
1510,MS-501,Mississippi,mississippibalanceofstate,kemper,342,none,2126,26,238,7,1098,2129,,,,,,
1511,MS-501,Mississippi,mississippibalanceofstate,lafayette,342,nan,8653,16,1132,4,2868,6542,,,,,,
1512,MS-501,Mississippi,mississippibalanceofstate,lamar,342,nan,7678,11,1279,4,4441,10907,,,,,,
1513,MS-501,Mississippi,mississippibalanceofstate,lauderdale,342,nan,15632,22,1557,5,7684,13382,,,,,,
1514,MS-501,Mississippi,mississippibalanceofstate,lawrence,342,none,2274,19,311,6,1490,3137,,,,,,
1515,MS-501,Mississippi,mississippibalanceofstate,leake,342,none,4157,21,440,5,2661,4995,,,,,,
1516,MS-501,Mississippi,mississippibalanceofstate,lee,342,nan,12446,15,1876,4,7632,14408,,,,,,
1517,MS-501,Mississippi,mississippibalanceofstate,leflore,342,none,9394,35,783,8,3090,6396,,,,,,
1518,MS-501,Mississippi,mississippibalanceofstate,lincoln,342,none,6086,17,736,5,3477,8994,,,,,,
1519,MS-501,Mississippi,mississippibalanceofstate,lowndes,342,none,10511,18,1433,5,5033,12887,,,,,,
1520,MS-501,Mississippi,mississippibalanceofstate,marion,342,none,5415,22,536,5,2749,6286,,,,,,
1521,MS-501,Mississippi,mississippibalanceofstate,marshall,342,none,6367,19,815,5,4531,9044,,,,,,
1522,MS-501,Mississippi,mississippibalanceofstate,monroe,342,none,5677,16,808,5,4004,9277,,,,,,
1523,MS-501,Mississippi,mississippibalanceofstate,montgomery,342,none,2042,21,232,6,1545,1886,,,,,,
1524,MS-501,Mississippi,mississippibalanceofstate,neshoba,342,none,6061,21,559,5,3461,6029,,,,,,
1525,MS-501,Mississippi,mississippibalanceofstate,newton,342,none,4153,20,441,5,2213,4703,,,,,,
1526,MS-501,Mississippi,mississippibalanceofstate,noxubee,342,none,2674,26,308,8,1546,2659,,,,,,
1527,MS-501,Mississippi,mississippibalanceofstate,oktibbeha,342,nan,10406,22,1221,5,2458,5696,,,,,,
1528,MS-501,Mississippi,mississippibalanceofstate,panola,342,none,7383,22,866,6,4404,7026,,,,,,
1529,MS-501,Mississippi,mississippibalanceofstate,pearlriver,342,none,8894,16,1297,5,5427,13534,,,,,,
1530,MS-501,Mississippi,mississippibalanceofstate,perry,342,none,2352,20,273,6,1221,3523,,,,,,
1531,MS-501,Mississippi,mississippibalanceofstate,pike,342,none,10753,27,997,6,4335,9673,,,,,,
1532,MS-501,Mississippi,mississippibalanceofstate,pontotoc,342,none,5086,16,660,4,4325,5834,,,,,,
1533,MS-501,Mississippi,mississippibalanceofstate,prentiss,342,none,4005,16,491,4,2738,5662,,,,,,
1534,MS-501,Mississippi,mississippibalanceofstate,quitman,342,none,1981,33,193,8,1094,1472,,,,,,
1535,MS-501,Mississippi,mississippibalanceofstate,scott,342,none,5235,19,569,4,3979,6069,,,,,,
1536,MS-501,Mississippi,mississippibalanceofstate,sharkey,342,none,1274,35,126,9,546,1052,,,,,,
1537,MS-501,Mississippi,mississippibalanceofstate,simpson,342,none,5409,21,543,5,3662,5360,,,,,,
1538,MS-501,Mississippi,mississippibalanceofstate,smith,342,none,2394,17,295,4,1872,3759,,,,,,
1539,MS-501,Mississippi,mississippibalanceofstate,stone,342,none,2898,16,373,5,1895,4008,,,,,,
1540,MS-501,Mississippi,mississippibalanceofstate,sunflower,342,none,8186,38,648,8,4287,6072,,,,,,
1541,MS-501,Mississippi,mississippibalanceofstate,tallahatchie,342,none,3418,33,287,6,1976,3216,,,,,,
1542,MS-501,Mississippi,mississippibalanceofstate,tate,342,none,4067,14,670,5,2639,6129,,,,,,
1543,MS-501,Mississippi,mississippibalanceofstate,tippah,342,none,4049,19,431,4,3189,4683,,,,,,
1544,MS-501,Mississippi,mississippibalanceofstate,tishomingo,342,none,2894,15,377,4,2823,4481,,,,,,
1545,MS-501,Mississippi,mississippibalanceofstate,tunica,342,none,2540,26,361,8,1033,2604,,,,,,
1546,MS-501,Mississippi,mississippibalanceofstate,union,342,none,3894,14,567,4,4017,5646,,,,,,
1547,MS-501,Mississippi,mississippibalanceofstate,walthall,342,none,3260,23,335,6,1674,3492,,,,,,
1548,MS-501,Mississippi,mississippibalanceofstate,warren,342,nan,8915,20,1167,6,3687,8715,,,,,,
1549,MS-501,Mississippi,mississippibalanceofstate,washington,342,none,12081,28,1262,8,5687,9452,,,,,,
1550,MS-501,Mississippi,mississippibalanceofstate,wayne,342,none,4418,22,482,6,2439,4624,,,,,,
1551,MS-501,Mississippi,mississippibalanceofstate,webster,342,none,1635,16,210,5,1015,2377,,,,,,
1552,MS-501,Mississippi,mississippibalanceofstate,wilkinson,342,none,2349,32,294,10,1186,2778,,,,,,
1553,MS-501,Mississippi,mississippibalanceofstate,winston,342,none,3810,22,435,6,1775,4482,,,,,,
1554,MS-501,Mississippi,mississippibalanceofstate,yalobusha,342,none,2733,22,266,5,1327,4165,,,,,,
1555,MS-501,Mississippi,mississippibalanceofstate,yazoo,342,none,6876,31,633,7,4737,7128,,,,,,
1556,MS-503,Mississippi,gulfport,harrison,200,1038.2891753078345,36796,18,4708,5,15165,39204,,,,,,
1557,MT-500,Montana,montanastatewide,beaverhead,1585,none,1158,12,144,2,348,1787,,,,,,
1558,MT-500,Montana,montanastatewide,bighorn,1585,none,3293,25,354,7,789,2521,,,,,,
1559,MT-500,Montana,montanastatewide,blaine,1585,none,1302,18,87,3,394,1127,,,,,,
1560,MT-500,Montana,montanastatewide,broadwater,1585,none,620,8,107,4,336,1257,,,,,,
1561,MT-500,Montana,montanastatewide,carbon,1585,none,998,9,195,3,361,2433,,,,,,
1562,MT-500,Montana,montanastatewide,carter,1585,none,185,13,17,2,79,320,,,,,,
1563,MT-500,Montana,montanastatewide,cascade,1585,962.2321955479408,10709,13,1259,3,4058,18023,,,,,,
1564,MT-500,Montana,montanastatewide,chouteau,1585,none,843,14,68,2,325,1427,,,,,,
1565,MT-500,Montana,montanastatewide,custer,1585,none,1513,13,193,3,507,2544,,,,,,
1566,MT-500,Montana,montanastatewide,daniels,1585,none,184,11,17,1,92,460,,,,,,
1567,MT-500,Montana,montanastatewide,dawson,1585,none,940,11,141,3,328,1976,,,,,,
1568,MT-500,Montana,montanastatewide,deerlodge,1585,none,1292,14,167,3,685,2770,,,,,,
1569,MT-500,Montana,montanastatewide,fallon,1585,none,266,8,42,2,94,713,,,,,,
1570,MT-500,Montana,montanastatewide,fergus,1585,none,1359,12,193,3,399,2739,,,,,,
1571,MT-500,Montana,montanastatewide,flathead,1585,nan,10183,9,2062,4,3729,20566,,,,,,
1572,MT-500,Montana,montanastatewide,gallatin,1585,1845.817105400067,10517,8,1790,2,1919,13764,,,,,,
1573,MT-500,Montana,montanastatewide,garfield,1585,none,179,14,18,2,16,279,,,,,,
1574,MT-500,Montana,montanastatewide,glacier,1585,none,3331,24,378,6,965,3135,,,,,,
1575,MT-500,Montana,montanastatewide,golden,1585,none,134,16,13,3,53,234,,,,,,
1576,MT-500,Montana,montanastatewide,granite,1585,none,389,11,73,4,225,702,,,,,,
1577,MT-500,Montana,montanastatewide,hill,1585,none,2670,16,237,3,893,3042,,,,,,
1578,MT-500,Montana,montanastatewide,jefferson,1585,none,913,7,193,3,480,2331,,,,,,
1579,MT-500,Montana,montanastatewide,judithbasin,1585,none,308,15,26,2,72,423,,,,,,
1580,MT-500,Montana,montanastatewide,lake,1585,nan,5450,17,537,3,1644,5412,,,,,,
1581,MT-500,Montana,montanastatewide,lewisclark,1585,nan,6389,9,1115,3,2164,11523,,,,,,
1582,MT-500,Montana,montanastatewide,liberty,1585,none,303,16,23,2,386,281,,,,,,
1583,MT-500,Montana,montanastatewide,lincoln,1585,none,3409,16,479,5,1288,5771,,,,,,
1584,MT-500,Montana,montanastatewide,mccone,1585,none,236,13,18,1,53,426,,,,,,
1585,MT-500,Montana,montanastatewide,madison,1585,none,808,9,152,3,243,1890,,,,,,
1586,MT-500,Montana,montanastatewide,meagher,1585,none,292,15,25,2,52,477,,,,,,
1587,MT-500,Montana,montanastatewide,mineral,1585,none,683,14,100,5,255,1158,,,,,,
1588,MT-500,Montana,montanastatewide,missoula,1585,1284.113430994406,15043,12,2197,3,2918,16601,,,,,,
1589,MT-500,Montana,montanastatewide,musselshell,1585,none,766,15,99,4,314,1274,,,,,,
1590,MT-500,Montana,montanastatewide,park,1585,nan,1717,9,329,3,453,3586,,,,,,
1591,MT-500,Montana,montanastatewide,petroleum,1585,none,67,12,8,2,2,137,,,,,,
1592,MT-500,Montana,montanastatewide,phillips,1585,none,600,14,70,3,223,1059,,,,,,
1593,MT-500,Montana,montanastatewide,pondera,1585,none,990,17,85,3,355,1200,,,,,,
1594,MT-500,Montana,montanastatewide,powderriver,1585,none,184,11,26,2,80,418,,,,,,
1595,MT-500,Montana,montanastatewide,powell,1585,none,891,16,78,2,532,2293,,,,,,
1596,MT-500,Montana,montanastatewide,prairie,1585,none,146,13,18,3,119,263,,,,,,
1597,MT-500,Montana,montanastatewide,ravalli,1585,nan,4323,9,773,3,2425,9763,,,,,,
1598,MT-500,Montana,montanastatewide,richland,1585,none,1022,9,234,4,348,2928,,,,,,
1599,MT-500,Montana,montanastatewide,roosevelt,1585,none,2692,25,183,4,598,2021,,,,,,
1600,MT-500,Montana,montanastatewide,rosebud,1585,none,1419,17,143,4,556,1740,,,,,,
1601,MT-500,Montana,montanastatewide,sanders,1585,none,1883,14,252,4,849,3703,,,,,,
1602,MT-500,Montana,montanastatewide,sheridan,1585,none,409,11,59,3,188,890,,,,,,
1603,MT-500,Montana,montanastatewide,silverbow,1585,nan,4471,13,638,3,1503,8313,,,,,,
1604,MT-500,Montana,montanastatewide,stillwater,1585,none,731,8,159,2,469,2062,,,,,,
1605,MT-500,Montana,montanastatewide,sweetgrass,1585,none,356,9,45,2,102,842,,,,,,
1606,MT-500,Montana,montanastatewide,teton,1585,none,765,12,89,3,315,1436,,,,,,
1607,MT-500,Montana,montanastatewide,toole,1585,none,641,14,54,2,376,1259,,,,,,
1608,MT-500,Montana,montanastatewide,treasure,1585,none,93,12,10,2,49,184,,,,,,
1609,MT-500,Montana,montanastatewide,nan,1585,none,none,none,none,none,none,none,,,,,,
1610,MT-500,Montana,montanastatewide,wheatland,1585,none,346,17,39,5,147,611,,,,,,
1611,MT-500,Montana,montanastatewide,wibaux,1585,none,101,11,15,3,53,280,,,,,,
1612,MT-500,Montana,montanastatewide,yellowstone,1585,1157.0642904464066,18523,11,2676,3,5582,31356,,,,,,
1613,NC-500,North Carolina,forsyth,forsyth,429,1379.0240704829414,53575,14,9135,5,27441,64200,,,,,,
1614,NC-500,North Carolina,salem,burke,429,none,12185,14,1821,4,10710,20051,,,,,,
1615,NC-501,North Carolina,buncombe,buncombe,637,1516.1683316182475,30954,11,5792,4,16059,45409,,,,,,
1616,NC-501,North Carolina,asheville,buncombe,637,1516.1683316182475,30954,11,5792,4,16059,45409,,,,,,
1617,NC-502,North Carolina,durham,durham,459,1441.655728598082,41987,13,7305,4,22320,38304,,,,,,
1618,NC-503,North Carolina,carolinabalanceofstate,alamance,2491,1024.7779354907568,20916,12,3959,4,13953,32480,,,,,,
1619,NC-503,North Carolina,carolinabalanceofstate,alexander,2491,none,4443,12,745,4,3921,10424,,,,,,
1620,NC-503,North Carolina,carolinabalanceofstate,alleghany,2491,none,1952,17,200,4,1722,2610,,,,,,
1621,NC-503,North Carolina,carolinabalanceofstate,anson,2491,none,4414,21,644,6,2804,6566,,,,,,
1622,NC-503,North Carolina,carolinabalanceofstate,ashe,2491,none,3768,14,513,4,2638,6342,,,,,,
1623,NC-503,North Carolina,carolinabalanceofstate,avery,2491,none,2630,17,299,4,1891,4023,,,,,,
1624,NC-503,North Carolina,carolinabalanceofstate,beaufort,2491,none,8863,20,959,4,4026,10453,,,,,,
1625,NC-503,North Carolina,carolinabalanceofstate,bertie,2491,none,3345,20,433,6,2686,4990,,,,,,
1626,NC-503,North Carolina,carolinabalanceofstate,bladen,2491,none,6342,21,835,5,3229,6966,,,,,,
1627,NC-503,North Carolina,carolinabalanceofstate,cabarrus,2491,1521.5426266530485,21467,9,4894,4,13680,37076,,,,,,
1628,NC-503,North Carolina,carolinabalanceofstate,caldwell,2491,none,11804,14,1760,5,10763,19073,,,,,,
1629,NC-503,North Carolina,carolinabalanceofstate,camden,2491,none,868,8,185,4,724,2239,,,,,,
1630,NC-503,North Carolina,carolinabalanceofstate,carteret,2491,nan,7997,11,1315,4,4094,12350,,,,,,
1631,NC-503,North Carolina,carolinabalanceofstate,caswell,2491,none,4463,20,509,5,2922,5863,,,,,,
1632,NC-503,North Carolina,carolinabalanceofstate,catawba,2491,nan,21477,13,3625,4,15006,32965,,,,,,
1633,NC-503,North Carolina,carolinabalanceofstate,chatham,2491,nan,9444,12,1333,3,5818,10851,,,,,,
1634,NC-503,North Carolina,carolinabalanceofstate,cherokee,2491,none,4012,13,541,5,2240,7249,,,,,,
1635,NC-503,North Carolina,carolinabalanceofstate,chowan,2491,none,2376,17,278,5,1622,3300,,,,,,
1636,NC-503,North Carolina,carolinabalanceofstate,clay,2491,none,1548,13,201,5,939,2111,,,,,,
1637,NC-503,North Carolina,carolinabalanceofstate,columbus,2491,none,11160,23,1404,6,5801,13275,,,,,,
1638,NC-503,North Carolina,carolinabalanceofstate,craven,2491,1158.405833844683,12150,12,1946,4,6940,17560,,,,,,
1639,NC-503,North Carolina,carolinabalanceofstate,currituck,2491,none,2542,8,595,4,1530,6175,,,,,,
1640,NC-503,North Carolina,carolinabalanceofstate,dare,2491,none,3274,8,1168,5,1296,6115,,,,,,
1641,NC-503,North Carolina,carolinabalanceofstate,davidson,2491,1263.3912530573618,22945,13,3655,4,16811,38289,,,,,,
1642,NC-503,North Carolina,carolinabalanceofstate,davie,2491,none,4192,9,879,4,2972,9872,,,,,,
1643,NC-503,North Carolina,carolinabalanceofstate,duplin,2491,none,9204,19,1092,4,6863,10695,,,,,,
1644,NC-503,North Carolina,carolinabalanceofstate,edgecombe,2491,nan,10671,22,1717,8,5320,13184,,,,,,
1645,NC-503,North Carolina,carolinabalanceofstate,franklin,2491,nan,8760,12,1540,4,6366,14166,,,,,,
1646,NC-503,North Carolina,carolinabalanceofstate,gates,2491,none,1389,13,220,4,822,3173,,,,,,
1647,NC-503,North Carolina,carolinabalanceofstate,graham,2491,none,1361,17,208,6,1015,2091,,,,,,
1648,NC-503,North Carolina,carolinabalanceofstate,granville,2491,nan,8231,14,1201,4,6019,13189,,,,,,
1649,NC-503,North Carolina,carolinabalanceofstate,greene,2491,none,4217,23,393,4,3259,4782,,,,,,
1650,NC-503,North Carolina,carolinabalanceofstate,halifax,2491,none,12848,27,1428,7,7062,12996,,,,,,
1651,NC-503,North Carolina,carolinabalanceofstate,harnett,2491,1528.9907752932606,17603,13,2846,5,10048,25222,,,,,,
1652,NC-503,North Carolina,carolinabalanceofstate,haywood,2491,nan,8521,13,1252,4,4767,12517,,,,,,
1653,NC-503,North Carolina,carolinabalanceofstate,henderson,2491,1407.4813798578143,13838,12,2209,4,7221,21705,,,,,,
1654,NC-503,North Carolina,carolinabalanceofstate,hertford,2491,none,4694,24,563,6,2506,5519,,,,,,
1655,NC-503,North Carolina,carolinabalanceofstate,hoke,2491,nan,8120,15,1287,6,4130,9580,,,,,,
1656,NC-503,North Carolina,carolinabalanceofstate,hyde,2491,none,849,21,116,6,770,1264,,,,,,
1657,NC-503,North Carolina,carolinabalanceofstate,iredell,2491,1558.3493147400395,18028,9,4203,4,11346,34436,,,,,,
1658,NC-503,North Carolina,carolinabalanceofstate,jackson,2491,nan,7364,18,898,4,3001,8087,,,,,,
1659,NC-503,North Carolina,carolinabalanceofstate,johnston,2491,1639.6940511808182,26562,11,4367,4,15900,38991,,,,,,
1660,NC-503,North Carolina,carolinabalanceofstate,jones,2491,none,1616,17,180,4,1149,2493,,,,,,
1661,NC-503,North Carolina,carolinabalanceofstate,lee,2491,nan,9533,15,1385,5,6115,11309,,,,,,
1662,NC-503,North Carolina,carolinabalanceofstate,lenoir,2491,nan,11414,21,1356,5,7303,13199,,,,,,
1663,NC-503,North Carolina,carolinabalanceofstate,mcdowell,2491,none,6323,14,915,4,4756,10663,,,,,,
1664,NC-503,North Carolina,carolinabalanceofstate,macon,2491,none,5289,14,660,4,3066,8834,,,,,,
1665,NC-503,North Carolina,carolinabalanceofstate,madison,2491,none,3162,15,421,4,1605,4794,,,,,,
1666,NC-503,North Carolina,carolinabalanceofstate,martin,2491,none,4336,20,486,5,2814,5561,,,,,,
1667,NC-503,North Carolina,carolinabalanceofstate,mitchell,2491,none,2223,15,309,5,1301,3422,,,,,,
1668,NC-503,North Carolina,carolinabalanceofstate,montgomery,2491,none,4407,17,526,4,3200,6089,,,,,,
1669,NC-503,North Carolina,carolinabalanceofstate,moore,2491,1716.8546099249572,9369,9,1883,4,5464,14206,,,,,,
1670,NC-503,North Carolina,carolinabalanceofstate,nash,2491,nan,13770,14,2676,6,8265,21484,,,,,,
1671,NC-503,North Carolina,carolinabalanceofstate,ampton,2491,none,3962,23,453,6,2592,4630,,,,,,
1672,NC-503,North Carolina,carolinabalanceofstate,onslow,2491,1049.5015312490527,25172,13,3422,5,8951,32215,,,,,,
1673,NC-503,North Carolina,carolinabalanceofstate,pamlico,2491,none,1794,15,233,4,1013,3002,,,,,,
1674,NC-503,North Carolina,carolinabalanceofstate,pasquotank,2491,nan,5990,15,891,5,2968,8012,,,,,,
1675,NC-503,North Carolina,carolinabalanceofstate,perquimans,2491,none,2032,15,263,5,1342,2835,,,,,,
1676,NC-503,North Carolina,carolinabalanceofstate,person,2491,none,6772,17,929,5,3402,9554,,,,,,
1677,NC-503,North Carolina,carolinabalanceofstate,pitt,2491,1144.2063130213364,35969,21,4481,5,10539,25535,,,,,,
1678,NC-503,North Carolina,carolinabalanceofstate,polk,2491,none,2394,12,431,4,1113,3874,,,,,,
1679,NC-503,North Carolina,carolinabalanceofstate,randolph,2491,nan,19487,13,3034,4,16065,34866,,,,,,
1680,NC-503,North Carolina,carolinabalanceofstate,richmond,2491,none,10979,26,1186,7,5097,9264,,,,,,
1681,NC-503,North Carolina,carolinabalanceofstate,robeson,2491,none,31425,27,3632,7,16966,25587,,,,,,
1682,NC-503,North Carolina,carolinabalanceofstate,rockingham,2491,none,16319,18,2156,5,10667,22272,,,,,,
1683,NC-503,North Carolina,carolinabalanceofstate,rowan,2491,1082.1100569836265,24540,17,3285,5,13220,33154,,,,,,
1684,NC-503,North Carolina,carolinabalanceofstate,rutherford,2491,none,11118,17,1560,6,6752,15031,,,,,,
1685,NC-503,North Carolina,carolinabalanceofstate,sampson,2491,none,11846,20,1279,4,7250,13975,,,,,,
1686,NC-503,North Carolina,carolinabalanceofstate,scotland,2491,none,7747,24,1044,9,4324,7788,,,,,,
1687,NC-503,North Carolina,carolinabalanceofstate,stanly,2491,nan,8896,14,1310,4,6086,14259,,,,,,
1688,NC-503,North Carolina,carolinabalanceofstate,stokes,2491,none,5800,13,906,4,4490,13280,,,,,,
1689,NC-503,North Carolina,carolinabalanceofstate,surry,2491,none,11343,16,1424,4,9604,14503,,,,,,
1690,NC-503,North Carolina,carolinabalanceofstate,swain,2491,none,2427,17,313,4,1444,3114,,,,,,
1691,NC-503,North Carolina,carolinabalanceofstate,transylvania,2491,none,4067,12,594,4,2023,6105,,,,,,
1692,NC-503,North Carolina,carolinabalanceofstate,tyrrell,2491,none,621,21,89,6,627,1018,,,,,,
1693,NC-503,North Carolina,carolinabalanceofstate,union,2491,1779.3019267903453,18556,7,4907,4,14938,35054,,,,,,
1694,NC-503,North Carolina,carolinabalanceofstate,vance,2491,none,8694,20,1315,7,4495,10281,,,,,,
1695,NC-503,North Carolina,carolinabalanceofstate,warren,2491,none,3581,19,496,7,1990,5460,,,,,,
1696,NC-503,North Carolina,carolinabalanceofstate,washington,2491,none,2237,20,297,7,1311,2854,,,,,,
1697,NC-503,North Carolina,carolinabalanceofstate,watauga,2491,nan,10642,21,1071,3,2195,6686,,,,,,
1698,NC-503,North Carolina,carolinabalanceofstate,wayne,2491,nan,21361,18,2590,5,11071,23258,,,,,,
1699,NC-503,North Carolina,carolinabalanceofstate,wilkes,2491,none,11106,17,1309,4,9024,15451,,,,,,
1700,NC-503,North Carolina,carolinabalanceofstate,wilson,2491,nan,14510,18,2254,6,9600,17705,,,,,,
1701,NC-503,North Carolina,carolinabalanceofstate,yadkin,2491,none,4695,12,739,4,3813,9419,,,,,,
1702,NC-503,North Carolina,carolinabalanceofstate,yancey,2491,none,3230,17,352,4,1654,4852,,,,,,
1703,NC-504,North Carolina,highpoint,guilford,426,1251.702832981248,70898,13,14402,5,35186,82609,,,,,,
1704,NC-504,North Carolina,greensboro,guilford,426,1251.702832981248,70898,13,14402,5,35186,82609,,,,,,
1705,NC-505,North Carolina,mecklenburg,mecklenburg,1761,1506.4722529129056,113013,10,30529,4,68244,123146,,,,,,
1706,NC-505,North Carolina,charlotte,mecklenburg,1761,1506.4722529129056,113013,10,30529,4,68244,123146,,,,,,
1707,NC-506,North Carolina,pender,pender,347,nan,6668,10,1254,4,4495,11156,,,,,,
1708,NC-506,North Carolina,newhanover,newhanover,347,1397.538364588931,26307,11,5300,4,9653,29894,,,,,,
1709,NC-506,North Carolina,brunswick,brunswick,347,1411.5747966527128,13997,9,3289,6,7671,29757,,,,,,
1710,NC-506,North Carolina,wilmington,newhanover,347,1397.538364588931,26307,11,5300,4,9653,29894,,,,,,
1711,NC-507,North Carolina,wake,wake,1534,1483.530239643562,105694,9,24117,4,47387,108711,,,,,,
1712,NC-507,North Carolina,raleigh,wake,1534,1483.530239643562,105694,9,24117,4,47387,108711,,,,,,
1713,NC-509,North Carolina,lincoln,lincoln,497,nan,7830,8,1819,4,6855,18770,,,,,,
1714,NC-509,North Carolina,gaston,gaston,497,1401.4851881644763,33888,14,5705,5,20864,47150,,,,,,
1715,NC-509,North Carolina,cleveland,cleveland,497,nan,17757,18,2553,5,9305,23769,,,,,,
1716,NC-509,North Carolina,gastonia,gaston,497,1401.4851881644763,33888,14,5705,5,20864,47150,,,,,,
1717,NC-511,North Carolina,cumberland,cumberland,475,1138.7730780694458,50499,15,8628,6,16602,55060,,,,,,
1718,NC-511,North Carolina,fayetteville,cumberland,475,1138.7730780694458,50499,15,8628,6,16602,55060,,,,,,
1719,NC-513,North Carolina,orange,orange,133,1372.0293898784712,16964,12,2817,3,5787,11847,,,,,,
1720,NC-513,North Carolina,chapelhill,orange,133,1372.0293898784712,16964,12,2817,3,5787,11847,,,,,,
1721,NC-516,North Carolina,carolina,newhanover,193,1397.538364588931,26307,11,5300,4,9653,29894,,,,,,
1722,ND-500,North Dakota,dakotastatewide,adams,610,none,255,12,28,2,115,591,,,,,,
1723,ND-500,North Dakota,dakotastatewide,barnes,610,none,1149,11,138,2,392,2344,,,,,,
1724,ND-500,North Dakota,dakotastatewide,benson,610,none,1520,26,96,4,455,1000,,,,,,
1725,ND-500,North Dakota,dakotastatewide,billings,610,none,103,10,11,2,35,227,,,,,,
1726,ND-500,North Dakota,dakotastatewide,bottineau,610,none,691,11,119,4,299,1271,,,,,,
1727,ND-500,North Dakota,dakotastatewide,bowman,610,none,259,9,34,2,202,737,,,,,,
1728,ND-500,North Dakota,dakotastatewide,burke,610,none,191,8,38,3,90,450,,,,,,
1729,ND-500,North Dakota,dakotastatewide,burleigh,610,nan,7923,8,1369,2,3371,15232,,,,,,
1730,ND-500,North Dakota,dakotastatewide,cass,610,766.5860782122996,19208,10,2636,2,5512,21855,,,,,,
1731,ND-500,North Dakota,dakotastatewide,cavalier,610,none,289,8,49,2,146,718,,,,,,
