CoC Code,State Name,CoC Name,County Name,Homeless Count,Avg. Rent Price,Poverty Count,Poverty Pct.,Unemployed Count,Unemployed Pct.,Education Count No HS Diploma,Education Count No College
OR-505,Oregon,oregonbalanceofstate,malheur,4057,none,5664,20,563,4,3755,6423
OR-505,Oregon,oregonbalanceofstate,morrow,4057,none,1694,13,277,4,1710,2521
OR-505,Oregon,oregonbalanceofstate,sherman,4057,none,243,12,42,4,163,397
OR-505,Oregon,oregonbalanceofstate,tillamook,4057,none,3974,14,668,5,1902,5995
OR-505,Oregon,oregonbalanceofstate,umatilla,4057,none,9968,13,1985,5,8780,15548
OR-505,Oregon,oregonbalanceofstate,union,4057,none,4446,17,685,5,1269,5787
OR-505,Oregon,oregonbalanceofstate,wallowa,4057,none,958,12,198,5,334,1574
OR-505,Oregon,oregonbalanceofstate,wasco,4057,none,3487,13,714,5,2421,5035
OR-505,Oregon,oregonbalanceofstate,wheeler,4057,none,248,17,24,3,118,362
OR-505,Oregon,oregonbalanceofstate,yamhill,4057,1870.263622,11257,10,2641,4,7174,17332
OR-506,Oregon,washington,washington,808,1699.523055,51019,8,14435,4,28950,71481
OR-506,Oregon,beaverton,washington,808,1699.523055,51019,8,14435,4,28950,71481
OR-506,Oregon,boro,washington,808,1699.523055,51019,8,14435,4,28950,71481
OR-507,Oregon,clackamas,clackamas,571,1735.060175,35044,8,10840,4,16842,64399
PA-500,Pennsylvania,philadelphia,philadelphia,4489,1555.876907,341533,22,none,none,147268,343452
PA-501,Pennsylvania,dauphin,dauphin,423,1121.828401,33359,11,8648,6,17911,64805
PA-501,Pennsylvania,harrisburg,dauphin,423,1121.828401,33359,11,8648,6,17911,64805
PA-502,Pennsylvania,delaware,delaware,335,1447.488423,55843,10,17558,5,25666,109181
PA-502,Pennsylvania,chester,chester,335,1760.444625,34996,6,11603,4,19947,72108
PA-502,Pennsylvania,darby,delaware,335,1447.488423,55843,10,17558,5,25666,109181
PA-503,Pennsylvania,luzerne,luzerne,150,952.3463868,40126,12,12185,7,22658,88518
PA-503,Pennsylvania,hazleton,luzerne,150,952.3463868,40126,12,12185,7,22658,88518
PA-504,Pennsylvania,montgomery,montgomery,568,1717.971556,58621,7,21686,4,32006,136362
PA-504,Pennsylvania,norristown,montgomery,568,1717.971556,58621,7,21686,4,32006,136362
PA-505,Pennsylvania,chester,chester,402,1760.444625,34996,6,11603,4,19947,72108
PA-506,Pennsylvania,berks,berks,573,1061.335985,53947,12,13152,6,36218,106288
PA-506,Pennsylvania,reading,berks,573,1061.335985,53947,12,13152,6,36218,106288
PA-508,Pennsylvania,lackawanna,lackawanna,188,1004.520454,28502,13,6709,6,12847,55017
PA-508,Pennsylvania,scranton,lackawanna,188,1004.520454,28502,13,6709,6,12847,55017
PA-510,Pennsylvania,lancaster,lancaster,472,1170.380105,47460,8,13485,4,50736,127880
PA-511,Pennsylvania,bucks,bucks,427,1807.915527,41492,6,17386,5,25470,128121
PA-512,Pennsylvania,york,york,358,1094.448488,41594,9,12235,5,29267,123317
PA-600,Pennsylvania,allegheny,allegheny,880,1251.029568,136011,11,36570,5,44384,234448
PA-600,Pennsylvania,penn,moreland,880,912.6604513,38934,11,10570,6,13441,94051
PA-600,Pennsylvania,mckeesport,allegheny,880,1251.029568,136011,11,36570,5,44384,234448
PA-600,Pennsylvania,pittsburgh,allegheny,880,1251.029568,136011,11,36570,5,44384,234448
PA-603,Pennsylvania,beaver,beaver,103,926.7596363,18184,11,5550,6,6722,45305
PA-605,Pennsylvania,erie,erie,298,836.5001548,40564,15,8748,6,15628,69820
RI-500,Rhode Island,rhodeislandstatewide,bristol,1577,none,3611,7,1245,4,3000,7413
RI-500,Rhode Island,rhodeislandstatewide,kent,1577,1616.925786,13635,8,4801,5,9465,35915
RI-500,Rhode Island,rhodeislandstatewide,newport,1577,2174.139047,7899,9,2192,4,3547,12700
RI-500,Rhode Island,rhodeislandstatewide,providence,1577,1554.40877,90405,14,19896,5,62521,138042
RI-500,Rhode Island,rhodeislandstatewide,washington,1577,1765.989738,11421,9,3382,4,4975,19646
SC-500,South Carolina,charleston,charleston,324,1521.03965,55612,13,7480,3,20645,60891
SC-501,South Carolina,spartanburg,spartanburg,1263,1196.774496,44859,13,6079,3,27324,67289
SC-501,South Carolina,anderson,anderson,1263,1007.266333,32461,15,3302,3,19741,42521
SC-501,South Carolina,greenville,greenville,1263,1393.383228,56924,10,8617,3,36661,82361
SC-502,South Carolina,columbia,lexington,987,1285.70646,32988,11,4522,3,19420,54996
SC-503,South Carolina,sumter,sumter,1034,1043.144491,20439,20,1926,4,8296,22075
SC-503,South Carolina,myrtle,horry,1034,1505.232118,45501,12,7359,5,23048,85006
SD-500,South Dakota,dakotastatewide,aurora,1389,none,263,9,30,2,171,646
SD-500,South Dakota,dakotastatewide,beadle,1389,none,2383,12,226,2,1770,4198
SD-500,South Dakota,dakotastatewide,bennett,1389,none,1046,31,38,3,206,537
SD-500,South Dakota,dakotastatewide,bonhomme,1389,none,781,14,69,2,581,1707
SD-500,South Dakota,dakotastatewide,brookings,1389,none,3952,12,510,2,692,4524
SD-500,South Dakota,dakotastatewide,brown,1389,none,4281,11,529,2,1717,7762
SD-500,South Dakota,dakotastatewide,brule,1389,none,655,12,55,2,416,1213
SD-500,South Dakota,dakotastatewide,buffalo,1389,none,686,35,32,4,188,411
SD-500,South Dakota,dakotastatewide,butte,1389,none,1269,12,145,2,608,2833
SD-500,South Dakota,dakotastatewide,campbell,1389,none,150,10,21,2,135,329
SD-500,South Dakota,dakotastatewide,charlesmix,1389,none,1990,22,120,3,673,2003
SD-500,South Dakota,dakotastatewide,clark,1389,none,386,10,62,3,152,1110
SD-500,South Dakota,dakotastatewide,clay,1389,none,2167,16,187,2,375,1887
SD-500,South Dakota,dakotastatewide,codington,1389,none,2712,9,414,2,1620,7450
SD-500,South Dakota,dakotastatewide,corson,1389,none,1615,41,52,4,302,776
SD-500,South Dakota,dakotastatewide,custer,1389,none,822,9,142,3,469,2399
SD-500,South Dakota,dakotastatewide,davison,1389,none,2183,11,260,2,1358,4528
SD-500,South Dakota,dakotastatewide,day,1389,none,765,14,97,3,314,1487
SD-500,South Dakota,dakotastatewide,deuel,1389,none,386,9,83,3,250,1072
SD-500,South Dakota,dakotastatewide,dewey,1389,none,1237,23,112,4,481,1059
SD-500,South Dakota,dakotastatewide,douglas,1389,none,310,11,32,2,189,611
SD-500,South Dakota,dakotastatewide,edmunds,1389,none,389,10,45,2,205,924
SD-500,South Dakota,dakotastatewide,fallriver,1389,none,948,13,106,3,352,1936
SD-500,South Dakota,dakotastatewide,faulk,1389,none,315,15,24,2,124,443
SD-500,South Dakota,dakotastatewide,grant,1389,none,730,9,127,2,420,1974
SD-500,South Dakota,dakotastatewide,gregory,1389,none,560,14,49,2,267,1069
SD-500,South Dakota,dakotastatewide,haakon,1389,none,193,10,25,2,55,601
SD-500,South Dakota,dakotastatewide,hamlin,1389,none,473,7,78,2,284,1425
SD-500,South Dakota,dakotastatewide,hand,1389,none,264,8,36,2,154,636
SD-500,South Dakota,dakotastatewide,hanson,1389,none,276,8,60,3,103,774
SD-500,South Dakota,dakotastatewide,harding,1389,none,150,11,17,2,44,292
SD-500,South Dakota,dakotastatewide,hughes,1389,none,1652,9,207,2,457,3618
SD-500,South Dakota,dakotastatewide,hutchinson,1389,none,889,12,96,2,475,1520
SD-500,South Dakota,dakotastatewide,hyde,1389,none,137,11,15,2,87,331
SD-500,South Dakota,dakotastatewide,jackson,1389,none,801,28,46,3,238,668
SD-500,South Dakota,dakotastatewide,jerauld,1389,none,209,13,23,1,108,603
SD-500,South Dakota,dakotastatewide,jones,1389,none,113,12,14,2,38,228
SD-500,South Dakota,dakotastatewide,kingsbury,1389,none,470,9,67,2,281,1366
SD-500,South Dakota,dakotastatewide,lake,1389,none,986,9,170,2,680,2139
SD-500,South Dakota,dakotastatewide,lawrence,1389,none,3307,13,360,2,1011,5067
SD-500,South Dakota,dakotastatewide,lincoln,1389,982.9627256,2657,3,775,2,1708,9592
SD-500,South Dakota,dakotastatewide,lyman,1389,none,767,20,64,3,204,778
SD-500,South Dakota,dakotastatewide,mccook,1389,none,507,9,72,2,324,1327
SD-500,South Dakota,dakotastatewide,mcpherson,1389,none,380,16,34,3,231,657
SD-500,South Dakota,dakotastatewide,marshall,1389,none,468,11,73,3,264,937
SD-500,South Dakota,dakotastatewide,meade,1389,none,2733,9,369,2,889,5978
SD-500,South Dakota,dakotastatewide,mellette,1389,none,559,30,28,3,225,435
SD-500,South Dakota,dakotastatewide,miner,1389,none,245,10,31,2,178,703
SD-500,South Dakota,dakotastatewide,minnehaha,1389,921.8038013,18377,9,2802,2,8766,33038
SD-500,South Dakota,dakotastatewide,moody,1389,none,651,10,95,2,252,1351
SD-500,South Dakota,dakotastatewide,oglalalakota,1389,none,5877,43,285,7,1922,2152
SD-500,South Dakota,dakotastatewide,pennington,1389,1105.574868,12746,11,1601,2,4142,21038
SD-500,South Dakota,dakotastatewide,perkins,1389,none,397,14,36,2,172,705
SD-500,South Dakota,dakotastatewide,potter,1389,none,242,10,27,2,110,718
SD-500,South Dakota,dakotastatewide,roberts,1389,none,1759,17,184,3,662,2358
SD-500,South Dakota,dakotastatewide,sanborn,1389,none,283,12,31,2,129,683
SD-500,South Dakota,dakotastatewide,spink,1389,none,673,11,84,2,439,1422
SD-500,South Dakota,dakotastatewide,stanley,1389,none,226,7,49,2,133,764
SD-500,South Dakota,dakotastatewide,sully,1389,none,111,7,26,3,34,367
SD-500,South Dakota,dakotastatewide,todd,1389,none,3672,39,126,4,984,1450
SD-500,South Dakota,dakotastatewide,tripp,1389,none,1111,20,60,2,468,1638
SD-500,South Dakota,dakotastatewide,turner,1389,none,825,9,106,2,502,1953
SD-500,South Dakota,dakotastatewide,union,1389,none,1086,6,262,3,626,3167
SD-500,South Dakota,dakotastatewide,walworth,1389,none,836,16,101,4,379,1359
SD-500,South Dakota,dakotastatewide,yankton,1389,none,2344,11,273,2,1373,5436
SD-500,South Dakota,dakotastatewide,ziebach,1389,none,905,38,37,3,162,629
TN-500,Tennessee,chattanooga,hamilton,3392,1303.165481,45470,12,7805,4,24402,64205
TN-501,Tennessee,shelby,shelby,1055,1252.101157,163230,18,31285,7,65515,168383
TN-501,Tennessee,memphis,shelby,1055,1252.101157,163230,18,31285,7,65515,168383
TN-502,Tennessee,knox,knox,1178,1400.193325,57580,12,8505,3,25090,79944
TN-502,Tennessee,knoxville,knox,1178,1400.193325,57580,12,8505,3,25090,79944
TN-504,Tennessee,davidson,davidson,1916,1606.713921,101651,15,17690,4,48693,104797
TN-504,Tennessee,nashville,davidson,1916,1606.713921,101651,15,17690,4,48693,104797
TN-506,Tennessee,cumberland,cumberland,382,none,9180,14,1135,5,5298,18196
TN-507,Tennessee,jackson,jackson,906,none,2453,21,218,4,1625,3922
TN-510,Tennessee,rutherford,rutherford,371,1567.006153,30038,8,6883,3,16271,58332
TN-510,Tennessee,murfreesboro,rutherford,371,1567.006153,30038,8,6883,3,16271,58332
TN-512,Tennessee,cocke,cocke,588,none,7563,21,855,5,4217,12245
TN-512,Tennessee,campbell,campbell,588,none,7730,19,743,5,5663,11328
TN-512,Tennessee,sevier,sevier,588,none,12973,13,2248,4,9440,24848
TN-512,Tennessee,blount,blount,588,1331.204576,13065,9,2351,3,9860,34623
TN-512,Tennessee,morristown,hamblen,588,none,11667,18,1178,4,6708,17036
TX-500,Texas,bexar,bexar,2995,1317.403244,293859,14,50953,5,187071,311876
TX-500,Texas,sanantonio,bexar,2995,1317.403244,293859,14,50953,5,187071,311876
TX-503,Texas,travis,travis,3157,1626.846168,143340,11,31554,4,82571,138636
TX-503,Texas,austin,austin,3157,none,3122,10,765,5,2634,6949
TX-600,Texas,irving,dallas,4410,1498.995553,368709,14,76437,5,323421,379095
TX-600,Texas,dallas,dallas,4410,1498.995553,368709,14,76437,5,323421,379095
TX-601,Texas,tarrant,tarrant,1665,1518.729766,242783,11,58718,5,179770,318869
TX-601,Texas,arlington,tarrant,1665,1518.729766,242783,11,58718,5,179770,318869
TX-601,Texas,fortworth,tarrant,1665,1518.729766,242783,11,58718,5,179770,318869
TX-603,Texas,elpaso,elpaso,836,1295.692671,171242,20,22603,6,107438,126250
TX-604,Texas,mclennan,mclennan,195,1313.259956,37352,14,6033,4,21411,42373
TX-604,Texas,waco,mclennan,195,1313.259956,37352,14,6033,4,21411,42373
TX-607,Texas,texasbalanceofstate,anderson,7054,none,9124,20,1137,4,7632,16454
TX-607,Texas,texasbalanceofstate,andrews,7054,none,2168,11,519,5,2631,3441
TX-607,Texas,texasbalanceofstate,angelina,7054,none,15434,18,2316,6,9177,17909
TX-607,Texas,texasbalanceofstate,aransas,7054,none,3629,15,670,7,2070,6044
TX-607,Texas,texasbalanceofstate,armstrong,7054,none,178,9,34,3,103,356
TX-607,Texas,texasbalanceofstate,atascosa,7054,none,8151,16,1342,6,5997,12335
TX-607,Texas,texasbalanceofstate,bailey,7054,none,1084,16,122,5,1217,1481
TX-607,Texas,texasbalanceofstate,bandera,7054,none,2445,11,492,4,1478,4574
TX-607,Texas,texasbalanceofstate,bastrop,7054,none,11414,11,2052,4,9731,19484
TX-607,Texas,texasbalanceofstate,baylor,7054,none,602,17,63,3,398,934
TX-607,Texas,texasbalanceofstate,bee,7054,none,6383,27,796,8,4470,6908
TX-607,Texas,texasbalanceofstate,bell,7054,1181.717765,52868,14,8586,5,19774,57657
TX-607,Texas,texasbalanceofstate,blanco,7054,none,1063,9,233,3,855,2493
TX-607,Texas,texasbalanceofstate,borden,7054,none,61,9,14,2,28,89
TX-607,Texas,texasbalanceofstate,bosque,7054,none,2404,13,393,4,1373,4347
TX-607,Texas,texasbalanceofstate,bowie,7054,none,15460,17,2300,5,6453,21271
TX-607,Texas,texasbalanceofstate,brazoria,7054,1597.251004,33053,9,12265,6,26922,58256
TX-607,Texas,texasbalanceofstate,brewster,7054,none,1250,13,194,4,860,1173
TX-607,Texas,texasbalanceofstate,briscoe,7054,none,205,14,28,4,143,345
TX-607,Texas,texasbalanceofstate,brooks,7054,none,1986,28,228,9,1491,1257
TX-607,Texas,texasbalanceofstate,brown,7054,none,5603,15,806,5,3460,9231
TX-607,Texas,texasbalanceofstate,burleson,7054,none,2575,14,424,4,2138,4229
TX-607,Texas,texasbalanceofstate,burnet,7054,none,4950,9,939,3,3966,10565
TX-607,Texas,texasbalanceofstate,caldwell,7054,none,5779,12,996,4,5883,11351
TX-607,Texas,texasbalanceofstate,calhoun,7054,none,2867,14,606,4,2317,4401
TX-607,Texas,texasbalanceofstate,callahan,7054,none,1702,12,291,4,1019,3317
TX-607,Texas,texasbalanceofstate,cameron,7054,1017.892653,103230,24,14129,8,75925,64783
TX-607,Texas,texasbalanceofstate,camp,7054,none,2102,16,304,5,1033,2758
TX-607,Texas,texasbalanceofstate,carson,7054,none,520,9,117,3,302,1302
TX-607,Texas,texasbalanceofstate,cass,7054,none,5136,18,824,6,2619,8624
TX-607,Texas,texasbalanceofstate,castro,7054,none,1184,16,121,3,1078,1475
TX-607,Texas,texasbalanceofstate,chambers,7054,none,5034,10,1687,8,3019,7403
TX-607,Texas,texasbalanceofstate,cherokee,7054,none,8776,18,1334,6,6438,10009
TX-607,Texas,texasbalanceofstate,childress,7054,none,1093,21,111,3,856,1805
TX-607,Texas,texasbalanceofstate,clay,7054,none,1093,10,242,5,596,2562
TX-607,Texas,texasbalanceofstate,cochran,7054,none,529,21,68,6,551,562
TX-607,Texas,texasbalanceofstate,coke,7054,none,497,15,66,4,373,766
TX-607,Texas,texasbalanceofstate,coleman,7054,none,1488,19,177,6,825,1844
TX-607,Texas,texasbalanceofstate,collin,7054,1572.55517,72757,6,26203,4,41845,100786
TX-607,Texas,texasbalanceofstate,collingsworth,7054,none,436,16,49,4,478,434
TX-607,Texas,texasbalanceofstate,colorado,7054,none,2527,12,478,4,2179,4986
TX-607,Texas,texasbalanceofstate,comal,7054,1488.477257,9181,5,3639,4,6759,26139
TX-607,Texas,texasbalanceofstate,comanche,7054,none,2196,16,281,4,1364,3042
TX-607,Texas,texasbalanceofstate,concho,7054,none,490,14,58,4,618,944
TX-607,Texas,texasbalanceofstate,cooke,7054,none,5423,13,989,5,3391,8911
TX-607,Texas,texasbalanceofstate,coryell,7054,936.9449831,9611,13,1406,5,5622,14959
TX-607,Texas,texasbalanceofstate,cottle,7054,none,259,18,29,4,148,286
TX-607,Texas,texasbalanceofstate,crane,7054,none,519,11,151,9,706,1079
TX-607,Texas,texasbalanceofstate,crockett,7054,none,447,14,98,6,453,850
TX-607,Texas,texasbalanceofstate,crosby,7054,none,1173,23,134,5,788,1286
TX-607,Texas,texasbalanceofstate,culberson,7054,none,427,19,52,4,554,597
TX-607,Texas,texasbalanceofstate,dallam,7054,none,747,10,104,2,1292,1361
TX-607,Texas,texasbalanceofstate,dawson,7054,none,2330,21,316,6,2272,2576
TX-607,Texas,texasbalanceofstate,deafsmith,7054,none,3134,17,329,3,2820,4419
TX-607,Texas,texasbalanceofstate,delta,7054,none,847,15,121,4,451,1136
TX-607,Texas,texasbalanceofstate,denton,7054,1624.104299,68494,7,23408,4,39578,99340
TX-607,Texas,texasbalanceofstate,dewitt,7054,none,3108,17,462,4,2351,5681
TX-607,Texas,texasbalanceofstate,dickens,7054,none,313,20,36,5,190,384
TX-607,Texas,texasbalanceofstate,dimmit,7054,none,2162,25,330,5,1734,1793
TX-607,Texas,texasbalanceofstate,donley,7054,none,516,16,61,4,296,677
TX-607,Texas,texasbalanceofstate,duval,7054,none,2776,30,439,8,1766,2134
TX-607,Texas,texasbalanceofstate,land,7054,none,3191,18,427,5,1817,3526
TX-607,Texas,texasbalanceofstate,ector,7054,1111.334755,26375,16,6479,8,22737,28594
TX-607,Texas,texasbalanceofstate,edwards,7054,none,289,20,56,4,198,200
TX-607,Texas,texasbalanceofstate,ellis,7054,1731.431755,17641,8,4513,4,15256,33040
TX-607,Texas,texasbalanceofstate,erath,7054,none,7181,17,939,4,3082,6922
TX-607,Texas,texasbalanceofstate,falls,7054,none,3141,20,357,5,2461,4022
TX-607,Texas,texasbalanceofstate,fannin,7054,none,4835,14,701,4,3522,8760
TX-607,Texas,texasbalanceofstate,fayette,7054,none,2676,11,518,4,2063,6953
TX-607,Texas,texasbalanceofstate,fisher,7054,none,564,15,69,4,357,917
TX-607,Texas,texasbalanceofstate,floyd,7054,none,966,18,144,5,936,1053
TX-607,Texas,texasbalanceofstate,foard,7054,none,183,17,20,3,200,193
TX-607,Texas,texasbalanceofstate,fortbend,7054,1739.208966,61654,7,24136,5,46630,93130
TX-607,Texas,texasbalanceofstate,franklin,7054,none,1537,14,233,4,694,1968
TX-607,Texas,texasbalanceofstate,freestone,7054,none,2892,15,459,7,2400,4619
TX-607,Texas,texasbalanceofstate,frio,7054,none,4124,26,456,4,4109,4497
TX-607,Texas,texasbalanceofstate,gaines,7054,none,3009,13,453,4,4378,3707
TX-607,Texas,texasbalanceofstate,galveston,7054,1401.951823,42174,12,10880,6,23682,56847
TX-607,Texas,texasbalanceofstate,garza,7054,none,1044,24,99,4,1445,1385
TX-607,Texas,texasbalanceofstate,gillespie,7054,none,2376,8,473,3,2033,5147
TX-607,Texas,texasbalanceofstate,glasscock,7054,none,98,8,25,3,204,152
TX-607,Texas,texasbalanceofstate,goliad,7054,none,1045,14,207,6,826,1459
TX-607,Texas,texasbalanceofstate,gonzales,7054,none,3129,16,418,4,3011,5506
TX-607,Texas,texasbalanceofstate,gray,7054,none,3388,17,509,6,2678,4683
TX-607,Texas,texasbalanceofstate,grayson,7054,1307.874382,15392,11,3048,4,8735,27226
TX-607,Texas,texasbalanceofstate,gregg,7054,952.9432206,19426,16,3598,6,11316,22532
TX-607,Texas,texasbalanceofstate,grimes,7054,none,4419,16,743,6,3677,6733
TX-607,Texas,texasbalanceofstate,guadalupe,7054,1663.384028,16664,9,3716,4,12020,34022
TX-607,Texas,texasbalanceofstate,hale,7054,none,5848,19,728,6,5010,6483
TX-607,Texas,texasbalanceofstate,hall,7054,none,679,24,60,5,347,657
TX-607,Texas,texasbalanceofstate,hamilton,7054,none,1201,14,158,4,743,2025
TX-607,Texas,texasbalanceofstate,hansford,7054,none,595,11,80,3,883,921
TX-607,Texas,texasbalanceofstate,hardeman,7054,none,610,17,75,4,359,913
TX-607,Texas,texasbalanceofstate,hardin,7054,none,5485,9,1955,7,4385,14979
TX-607,Texas,texasbalanceofstate,harrison,7054,none,10198,15,1886,6,5449,14955
TX-607,Texas,texasbalanceofstate,hartley,7054,none,450,10,60,2,568,1439
TX-607,Texas,texasbalanceofstate,haskell,7054,none,1023,20,111,4,805,1457
TX-607,Texas,texasbalanceofstate,hays,7054,1499.336817,30782,12,5418,4,13589,32279
TX-607,Texas,texasbalanceofstate,hemphill,7054,none,330,10,73,4,331,815
TX-607,Texas,texasbalanceofstate,henderson,7054,none,12989,15,1990,5,8749,19387
TX-607,Texas,texasbalanceofstate,hidalgo,7054,1021.22293,251220,28,33489,9,159988,118834
TX-607,Texas,texasbalanceofstate,hill,7054,none,4985,13,855,5,3551,8388
TX-607,Texas,texasbalanceofstate,hockley,7054,none,3379,16,635,5,3179,3584
TX-607,Texas,texasbalanceofstate,hood,7054,1415.150767,6484,10,1508,5,3543,12335
TX-607,Texas,texasbalanceofstate,hopkins,7054,none,5350,14,786,4,3402,8558
TX-607,Texas,texasbalanceofstate,howard,7054,none,4851,16,857,6,4606,8037
TX-607,Texas,texasbalanceofstate,hudspeth,7054,none,780,24,107,5,1156,527
TX-607,Texas,texasbalanceofstate,hunt,7054,1257.385669,13902,13,2342,5,8310,22914
TX-607,Texas,texasbalanceofstate,hutchinson,7054,none,2551,12,513,5,1875,4503
TX-607,Texas,texasbalanceofstate,irion,7054,none,136,8,38,4,121,281
TX-607,Texas,texasbalanceofstate,jack,7054,none,1233,16,187,5,1063,2212
TX-607,Texas,texasbalanceofstate,jackson,7054,none,2002,13,361,5,1933,3289
TX-607,Texas,texasbalanceofstate,jasper,7054,none,7663,23,1232,9,3578,10088
TX-607,Texas,texasbalanceofstate,jeffdavis,7054,none,398,21,45,4,205,274
TX-607,Texas,texasbalanceofstate,jefferson,7054,1012.096388,45633,19,9992,9,25802,54607
TX-607,Texas,texasbalanceofstate,jimhogg,7054,none,1111,23,162,8,693,930
TX-607,Texas,texasbalanceofstate,jimwells,7054,none,8234,21,1547,9,5266,9377
TX-607,Texas,texasbalanceofstate,johnson,7054,1587.734759,17978,9,4202,4,15790,40709
TX-607,Texas,texasbalanceofstate,jones,7054,none,2929,19,354,6,2815,5655
TX-607,Texas,texasbalanceofstate,karnes,7054,none,2721,22,355,5,2523,3751
TX-607,Texas,texasbalanceofstate,kaufman,7054,1668.020949,13916,8,3557,4,12144,26567
TX-607,Texas,texasbalanceofstate,kendall,7054,none,3154,6,895,3,2038,4431
TX-607,Texas,texasbalanceofstate,kenedy,7054,none,48,14,11,5,84,15
TX-607,Texas,texasbalanceofstate,kent,7054,none,81,11,13,2,48,103
TX-607,Texas,texasbalanceofstate,kerr,7054,none,6378,12,1014,4,3745,10920
TX-607,Texas,texasbalanceofstate,kimble,7054,none,679,15,80,4,460,924
TX-607,Texas,texasbalanceofstate,king,7054,none,30,11,4,0,39,59
TX-607,Texas,texasbalanceofstate,kinney,7054,none,545,19,71,5,367,630
TX-607,Texas,texasbalanceofstate,kleberg,7054,none,7233,24,933,7,3393,5754
TX-607,Texas,texasbalanceofstate,knox,7054,none,562,17,69,4,436,715
TX-607,Texas,texasbalanceofstate,lamar,7054,none,8424,17,1363,5,4292,11724
TX-607,Texas,texasbalanceofstate,lamb,7054,none,2423,19,264,5,1968,2981
TX-607,Texas,texasbalanceofstate,lampasas,7054,none,2694,12,454,4,1312,4729
TX-607,Texas,texasbalanceofstate,lasalle,7054,none,1503,28,163,4,1435,2076
TX-607,Texas,texasbalanceofstate,lavaca,7054,none,2505,12,394,4,1911,5530
TX-607,Texas,texasbalanceofstate,lee,7054,none,2215,12,394,4,1587,4960
TX-607,Texas,texasbalanceofstate,leon,7054,none,2593,16,436,7,1857,4034
TX-607,Texas,texasbalanceofstate,liberty,7054,none,14473,15,3140,9,12602,22359
TX-607,Texas,texasbalanceofstate,limestone,7054,none,3503,16,528,6,2394,5395
TX-607,Texas,texasbalanceofstate,lipscomb,7054,none,385,13,58,3,268,568
TX-607,Texas,texasbalanceofstate,liveoak,7054,none,1838,17,330,6,1886,2570
TX-607,Texas,texasbalanceofstate,llano,7054,none,2650,12,440,4,1822,4424
TX-607,Texas,texasbalanceofstate,loving,7054,none,3,5,5,1,3,9
TX-607,Texas,texasbalanceofstate,lubbock,7054,1212.508409,48593,16,7358,4,22192,47375
TX-607,Texas,texasbalanceofstate,lynn,7054,none,952,16,122,4,760,1035
TX-607,Texas,texasbalanceofstate,mcculloch,7054,none,1288,17,203,6,1061,1796
TX-607,Texas,texasbalanceofstate,mcmullen,7054,none,73,12,17,2,49,224
TX-607,Texas,texasbalanceofstate,madison,7054,none,2000,17,293,6,2032,3674
TX-607,Texas,texasbalanceofstate,marion,7054,none,2188,23,290,6,923,2825
TX-607,Texas,texasbalanceofstate,martin,7054,none,688,13,126,4,593,1028
TX-607,Texas,texasbalanceofstate,mason,7054,none,466,11,86,4,480,557
TX-607,Texas,texasbalanceofstate,matagorda,7054,none,8267,22,1352,8,4434,7060
TX-607,Texas,texasbalanceofstate,maverick,7054,none,11691,20,2934,12,12023,8684
TX-607,Texas,texasbalanceofstate,medina,7054,none,7080,14,1107,5,4830,10919
TX-607,Texas,texasbalanceofstate,menard,7054,none,380,19,41,4,271,385
TX-607,Texas,texasbalanceofstate,midland,7054,1219.232718,17432,10,5553,5,16086,25181
TX-607,Texas,texasbalanceofstate,milam,7054,none,3604,14,597,5,2349,6905
TX-607,Texas,texasbalanceofstate,mills,7054,none,601,13,86,4,497,1047
TX-607,Texas,texasbalanceofstate,mitchell,7054,none,1447,19,165,7,946,2307
TX-607,Texas,texasbalanceofstate,montague,7054,none,2850,14,483,5,1889,5129
TX-607,Texas,texasbalanceofstate,moore,7054,none,2486,11,375,3,4126,3914
TX-607,Texas,texasbalanceofstate,morris,7054,none,2213,18,471,10,827,3450
TX-607,Texas,texasbalanceofstate,motley,7054,none,180,16,23,5,123,268
TX-607,Texas,texasbalanceofstate,nacogdoches,7054,none,12474,20,1564,5,5521,11478
TX-607,Texas,texasbalanceofstate,navarro,7054,none,8469,16,1222,5,6667,10106
TX-607,Texas,texasbalanceofstate,newton,7054,none,2310,19,503,10,1578,3794
TX-607,Texas,texasbalanceofstate,nolan,7054,none,2601,18,342,4,1677,3134
TX-607,Texas,texasbalanceofstate,nueces,7054,1302.125136,62967,18,11200,6,36787,67992
TX-607,Texas,texasbalanceofstate,ochiltree,7054,none,1149,11,183,4,1407,2018
TX-607,Texas,texasbalanceofstate,oldham,7054,none,239,15,33,3,165,411
TX-607,Texas,texasbalanceofstate,orange,7054,none,10515,12,3093,8,6289,20535
TX-607,Texas,texasbalanceofstate,panola,7054,none,3018,13,646,6,2657,4633
TX-607,Texas,texasbalanceofstate,parker,7054,1353.493864,12227,7,3227,4,10106,26714
TX-607,Texas,texasbalanceofstate,parmer,7054,none,1481,15,147,2,1662,1638
TX-607,Texas,texasbalanceofstate,pecos,7054,none,2972,22,431,6,2538,3821
TX-607,Texas,texasbalanceofstate,polk,7054,none,8117,16,1480,7,6999,13350
TX-607,Texas,texasbalanceofstate,presidio,7054,none,1304,21,317,10,1938,523
TX-607,Texas,texasbalanceofstate,rains,7054,none,1594,12,251,3,1218,3255
TX-607,Texas,texasbalanceofstate,randall,7054,1339.278252,12785,9,2689,3,5772,21697
